,VIDEO,ANIMAL,BODY-PART,CORRECTION COUNT,CORRECTION PCT
0,video-20231012-045518-7502573c,Animal_1,head,210,1.0
1,video-20231012-045518-7502573c,Animal_1,center,210,1.0
2,video-20231012-045518-7502573c,Animal_1,leftleg,210,1.0
3,video-20231012-045518-7502573c,Animal_1,rightleg,210,1.0
