,Video,Animal,Body-part,Corrections,Correction ratio (%)
0,video-20231012-045518-7502573c,Animal_1,head,0,0.0
1,video-20231012-045518-7502573c,Animal_1,center,0,0.0
2,video-20231012-045518-7502573c,Animal_1,leftleg,0,0.0
3,video-20231012-045518-7502573c,Animal_1,rightleg,0,0.0
