scorer,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400.1,DLC_resnet50_OrangutanOct17shuffle1_400.2,DLC_resnet50_OrangutanOct17shuffle1_400.3,DLC_resnet50_OrangutanOct17shuffle1_400.4,DLC_resnet50_OrangutanOct17shuffle1_400.5,DLC_resnet50_OrangutanOct17shuffle1_400.6,DLC_resnet50_OrangutanOct17shuffle1_400.7,DLC_resnet50_OrangutanOct17shuffle1_400.8,DLC_resnet50_OrangutanOct17shuffle1_400.9,DLC_resnet50_OrangutanOct17shuffle1_400.10,DLC_resnet50_OrangutanOct17shuffle1_400.11
bodyparts,Head,Head,Head,Centre,Centre,Centre,rightLeg,rightLeg,rightLeg,leftLeg,leftLeg,leftLeg
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
130,-1.1991853713989258,308.9705810546875,0.013613533228635788,140.27024841308594,711.64697265625,0.013726315461099148,-1.9705538749694824,304.6744689941406,0.013218045234680176,4.392632484436035,299.1326904296875,0.03125201165676117
131,-1.1377043724060059,308.96600341796875,0.013622462749481201,140.26905822753906,711.64697265625,0.013729161582887173,-1.9705538749694824,304.6744689941406,0.013154266402125359,4.363292217254639,299.12744140625,0.03122931718826294
132,-0.8710875511169434,308.96600341796875,0.012377272360026836,140.2689971923828,711.64697265625,0.013730556704103947,-1.9638919830322266,304.55596923828125,0.012495300732553005,4.09639835357666,298.6470947265625,0.02765081450343132
133,-0.8102655410766602,308.9134216308594,0.014876831322908401,140.26898193359375,711.64697265625,0.01373004075139761,-1.5636510848999023,304.208984375,0.014014290645718575,3.9749906063079834,298.6234436035156,0.031705886125564575
134,-0.5472116470336914,308.5802917480469,0.015415878966450691,140.26898193359375,711.64697265625,0.01373012363910675,-1.4761934280395508,304.12689208984375,0.014879046007990837,3.847292423248291,298.3087158203125,0.03160815313458443
135,-0.09598064422607422,308.3013610839844,0.016477832570672035,140.2675323486328,711.6469116210938,0.013792043551802635,-1.4648265838623047,304.0652770996094,0.014295043423771858,3.847292423248291,298.2284851074219,0.03406056389212608
136,0.14266061782836914,308.29608154296875,0.016130609437823296,3.981027364730835,301.69873046875,0.013658139854669571,-1.4648265838623047,304.0652770996094,0.013816192746162415,3.847292423248291,297.9426574707031,0.03312325477600098
137,0.8663501739501953,308.29608154296875,0.01948993094265461,3.8890156745910645,301.6591796875,0.01761387474834919,-1.187366008758545,304.0538330078125,0.017868008464574814,3.847292423248291,297.7598571777344,0.04243641346693039
138,0.8679389953613281,308.29608154296875,0.017601288855075836,3.694565534591675,301.6332092285156,0.015380138531327248,-1.4648265838623047,304.0538330078125,0.015473821200430393,3.847292423248291,297.7598571777344,0.03772240877151489
139,0.91615891456604,308.29608154296875,0.016994334757328033,3.694565534591675,301.3553771972656,0.014937961474061012,-1.4648265838623047,304.0711669921875,0.015551852993667126,3.504448890686035,297.7598571777344,0.03487223759293556
140,0.91615891456604,308.29608154296875,0.018197596073150635,3.694565534591675,301.3553771972656,0.015361251309514046,-1.3623337745666504,304.07611083984375,0.014990092255175114,3.504448890686035,297.2009582519531,0.0352400578558445
141,1.040975570678711,308.24542236328125,0.01804136112332344,3.767416000366211,301.3553771972656,0.014920709654688835,-1.3623337745666504,304.0965576171875,0.014967375434935093,3.383112907409668,297.0562438964844,0.035593584179878235
142,1.3715806007385254,308.24542236328125,0.015689585357904434,140.26712036132812,711.6603393554688,0.01365330908447504,-1.3623337745666504,304.1720886230469,0.012821155600249767,3.3347342014312744,296.97686767578125,0.030480723828077316
143,1.6416797637939453,308.3028259277344,0.015009784139692783,140.2672576904297,711.6605224609375,0.013653868809342384,-1.3367257118225098,304.1720886230469,0.012077970430254936,3.288914918899536,296.61981201171875,0.029225720092654228
144,1.885241985321045,309.5424499511719,0.014161244034767151,140.26754760742188,711.66064453125,0.013654042035341263,0.18674135208129883,797.9756469726562,0.010528305545449257,3.288914918899536,296.3800354003906,0.02589397132396698
145,1.885241985321045,309.5424499511719,0.013592567294836044,140.26754760742188,711.66064453125,0.013653996400535107,0.18674135208129883,797.9756469726562,0.010528305545449257,3.2442946434020996,296.0809631347656,0.026306986808776855
146,1.885241985321045,309.5424499511719,0.013275548815727234,140.26754760742188,711.66064453125,0.013654183596372604,0.18674135208129883,797.9756469726562,0.010528305545449257,3.1620020866394043,296.0467224121094,0.026004653424024582
