scorer,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400
bodyparts,Head,Head,Head,Centre,Centre,Centre,rightLeg,rightLeg,rightLeg,leftLeg,leftLeg,leftLeg
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,136.42538452148438,731.1425170898438,0.0198371559381485,415.9250183105469,956.6656494140625,0.025496089830994606,420.22015380859375,950.751708984375,0.020607871934771538,3.466090202331543,298.624267578125,0.01922733709216118
1,136.3841094970703,731.2335205078125,0.019755495712161064,139.9689483642578,713.7542724609375,0.020977703854441643,421.3642883300781,964.564208984375,0.013832508586347103,3.4621148109436035,298.6252746582031,0.019228359684348106
2,136.3841094970703,731.2335205078125,0.019755495712161064,411.73529052734375,953.66748046875,0.024881763383746147,403.3332214355469,949.528564453125,0.019609982147812843,445.58343505859375,1040.8775634765625,0.02186986431479454
3,390.186767578125,935.2265625,0.024113547056913376,400.027587890625,954.6142578125,0.029210545122623444,403.1883239746094,950.384765625,0.02779233641922474,3.48376202583313,298.6369323730469,0.019377978518605232
4,136.3855743408203,731.2323608398438,0.019818956032395363,401.0734558105469,952.2657470703125,0.02544696070253849,405.99993896484375,950.30126953125,0.02367035672068596,3.5559792518615723,298.61724853515625,0.01892457716166973
5,381.4513854980469,942.2706298828125,0.02074802853167057,399.55377197265625,948.73828125,0.03009609319269657,437.1954040527344,948.2300415039062,0.030758492648601532,424.5712890625,941.17724609375,0.02058345079421997
6,375.670654296875,919.9564208984375,0.028149060904979706,385.48760986328125,939.7252807617188,0.04497671127319336,436.37274169921875,948.0415649414062,0.04314908757805824,425.33331298828125,941.3235473632812,0.029158802703022957
7,375.3208923339844,933.515625,0.02605181559920311,384.593017578125,940.0198974609375,0.03972916305065155,387.9941101074219,934.2981567382812,0.04184165596961975,425.6421813964844,941.4623413085938,0.031265128403902054
8,374.0207824707031,920.0852661132812,0.02065289206802845,460.0207214355469,973.1555786132812,0.03433242812752724,389.83087158203125,933.673095703125,0.04437027499079704,455.579833984375,974.991455078125,0.026185641065239906
9,441.5042724609375,1004.0670166015625,0.029421264305710793,459.5238037109375,973.8297119140625,0.03080238588154316,435.1708068847656,948.1740112304688,0.03919648751616478,455.0908508300781,974.05029296875,0.029649320989847183
10,442.4291687011719,984.59375,0.03847974166274071,397.4538879394531,970.5004272460938,0.05481008067727089,372.634765625,979.4049072265625,0.03300179913640022,397.50421142578125,989.0630493164062,0.04036373272538185
11,442.2330017089844,983.0792236328125,0.06185702979564667,444.47979736328125,970.8143920898438,0.0872296541929245,445.6529846191406,965.5020141601562,0.07134798169136047,440.9473571777344,977.7680053710938,0.06017979234457016
12,443.8499450683594,964.937255859375,0.05523481220006943,444.4816589355469,970.7643432617188,0.06530995666980743,444.1116638183594,966.239013671875,0.053660254925489426,440.6500244140625,976.6438598632812,0.05033896863460541
13,425.4417724609375,966.8251342773438,0.03888216242194176,396.9011535644531,969.0961303710938,0.05789436027407646,420.67034912109375,951.264404296875,0.044812705367803574,407.98065185546875,976.1056518554688,0.04021972417831421
14,380.74920654296875,970.8302612304688,0.047968119382858276,380.32806396484375,970.2738037109375,0.07446172088384628,388.66998291015625,963.1739501953125,0.04375908896327019,381.1115417480469,972.8352661132812,0.049741268157958984
15,409.8587341308594,951.1275634765625,0.0617818608880043,399.53814697265625,948.7847290039062,0.07870331406593323,404.35693359375,951.688720703125,0.06842154264450073,408.04803466796875,962.190673828125,0.047429345548152924
16,411.19744873046875,951.4183349609375,0.04383761063218117,399.248291015625,950.1854858398438,0.06245296075940132,389.4684753417969,935.057861328125,0.045271988958120346,381.86688232421875,991.102783203125,0.04760375991463661
17,407.5367431640625,987.7975463867188,0.09600119292736053,411.82080078125,984.0110473632812,0.11043662577867508,414.6652526855469,989.3052368164062,0.07150857150554657,413.017822265625,992.814697265625,0.0976477637887001
18,410.6215515136719,980.8966674804688,0.07490676641464233,412.5617370605469,982.9668579101562,0.0845961943268776,413.8561706542969,966.3049926757812,0.08025984466075897,408.0997314453125,958.2286376953125,0.07964982092380524
19,408.44976806640625,979.0962524414062,0.08180566132068634,411.8275451660156,969.2841796875,0.1104334369301796,411.5827941894531,968.5968017578125,0.08544041961431503,403.7949523925781,976.16455078125,0.09285078942775726
