"","head_x","head_y","head_p","center_x","center_y","center_p","leftleg_x","leftleg_y","leftleg_p","rightleg_x","rightleg_y","rightleg_p","Movement_head","Movement_center","Movement_leftleg","Movement_rightleg","All_bp_movements_Animal_1_sum","All_bp_movements_Animal_1_mean","All_bp_movements_Animal_1_min","All_bp_movements_Animal_1_max","Mean_All_bp_movements_Animal_1_mean_2","Sum_All_bp_movements_Animal_1_mean_2","Mean_All_bp_movements_Animal_1_mean_5","Sum_All_bp_movements_Animal_1_mean_5","Mean_All_bp_movements_Animal_1_mean_6","Sum_All_bp_movements_Animal_1_mean_6","Mean_All_bp_movements_Animal_1_mean_7.5","Sum_All_bp_movements_Animal_1_mean_7.5","Mean_All_bp_movements_Animal_1_mean_15","Sum_All_bp_movements_Animal_1_mean_15","Sum_probabilities","Mean_probabilities","Low_prob_detections_0.1","Low_prob_detections_0.5","Low_prob_detections_0.75","Probability_walk","walk"
"20",280.8707,867.42365,0.10790312,282.99414,880.621,0.11657946,287.86478,885.63696,0.09594592,296.87375,895.7693,0.11591643,136.12585,114.5918,89.93023,1.9004054,342.54828,85.63707,1.9004054,136.12585,59.956112,119.912224,46.367104,231.83553,40.14595,240.8757,42.07461,294.52228,37.622204,564.33307,0.43634492,0.10908623,1,4,4,1,1
"21",280.8707,867.4152,0.11432575,282.80756,873.6359,0.13918075,286.28986,880.0591,0.09680108,281.35507,881.48914,0.120936975,0.06900018,57.242058,47.48061,172.76273,277.55438,69.388596,0.06900018,172.76273,77.51283,155.02567,40.038208,200.19106,50.204018,301.22412,44.32347,310.2643,39.49346,592.4019,0.4712445,0.11781113,1,4,4,1,1
"22",281.1117,867.4152,0.10772477,282.80756,873.6359,0.13602412,285.1089,880.0591,0.09283891,281.2565,881.48914,0.130955,1.9742551,0,9.674525,0.8075021,12.456283,3.1140707,0,9.674525,36.25133,72.50266,39.487312,197.43655,33.884186,203.30511,43.476883,304.3382,36.21602,543.24023,0.46754277,0.11688569,1,4,4,1,1
"23",281.42194,866.67883,0.11665611,282.32034,873.6359,0.14619924,284.98007,872.1811,0.09706034,281.0083,881.2388,0.11762901,6.5460296,3.9912603,64.54529,2.8880355,77.97062,19.492655,2.8880355,64.54529,11.303363,22.606726,42.381508,211.90755,36.15487,216.92921,31.828253,222.79778,34.268867,514.033,0.47754467,0.11938617,1,4,4,1,1
"24",281.8807,866.5232,0.15901798,282.32034,873.41437,0.15473421,284.02615,871.06323,0.11217996,280.89758,881.2388,0.11771984,3.9686456,1.8150047,12.038562,0.90700233,18.729214,4.6823034,0.90700233,12.038562,12.087479,24.174957,36.46294,182.3147,36.09831,216.58984,31.658789,221.61151,31.719973,475.7996,0.543652,0.135913,0,4,4,1,1
"25",281.42194,866.5232,0.1577171,282.32034,873.30035,0.15620194,283.9644,870.60236,0.111680366,280.7634,881.2388,0.116356835,3.7582595,0.9340024,3.8092663,1.0992528,9.6007805,2.4001951,0.9340024,3.8092663,3.5412493,7.0824986,19.815563,99.07782,30.785814,184.71489,31.284292,218.99004,31.322302,469.83453,0.54195625,0.13548906,0,4,4,1,1
"26",281.42194,866.182,0.09778445,267.04666,856.18536,0.12728459,271.19598,856.06445,0.09509847,265.68277,879.3182,0.095309824,2.7950072,187.91866,158.50717,124.53866,473.7595,118.43987,2.7950072,187.91866,60.420033,120.840065,29.62582,148.12909,36.25295,217.51768,43.307823,303.15475,37.414364,561.21545,0.41547734,0.103869334,3,4,4,1,1
"27",262.95383,865.8947,0.093869165,262.06235,847.8231,0.102393664,271.19598,855.9218,0.07892978,264.6323,865.9968,0.08815585,151.30945,79.749435,1.168503,109.46755,341.69495,85.42374,1.168503,151.30945,101.93181,203.86362,46.087753,230.43877,38.925472,233.55283,43.277348,302.94144,42.724773,640.87164,0.36334848,0.09083712,3,4,4,1,1
"28",262.5916,852.5826,0.11817268,261.8751,847.8231,0.14161795,271.19598,855.9218,0.12033918,258.57672,865.5649,0.0961152,109.093636,1.534004,0,49.73342,160.36105,40.090263,0,109.093636,62.757,125.514,50.207275,251.03638,45.088173,270.52902,39.09187,273.6431,42.503597,637.55396,0.47624502,0.119061254,1,4,4,1,1
"29",262.5916,851.8013,0.12807418,252.64954,846.726,0.15340675,271.19598,855.8332,0.13091867,258.57672,864.6289,0.10772622,6.4005165,76.10847,0.72600186,7.6675196,90.90251,22.725628,0.72600186,76.10847,31.407946,62.81589,53.81594,269.07968,45.627,273.762,41.89352,293.25464,40.4422,606.633,0.5201258,0.13003145,0,4,4,1,1
"30",262.95383,851.50397,0.11270721,252.64954,846.726,0.1442898,270.7267,855.8332,0.115322314,264.6323,848.64984,0.11921383,3.83879,0,3.8442597,139.98544,147.66849,36.91712,0,139.98544,29.821375,59.64275,60.719326,303.59662,50.99947,305.99683,44.382732,310.6791,42.300663,634.50995,0.49153316,0.12288329,0,4,4,1,1
"31",264.62143,851.35046,0.15647583,252.64954,846.726,0.18585606,269.4595,854.3098,0.15625156,264.8497,848.6245,0.14318374,13.71879,0,16.232819,1.7930515,31.74466,7.936165,0,16.232819,22.426643,44.853287,38.618584,193.09291,51.92213,311.53278,44.84757,313.93298,36.094204,541.4131,0.64176714,0.16044179,0,4,4,1,1
"32",264.9276,851.35046,0.13248846,252.64954,841.7397,0.1675543,269.43784,852.3489,0.11664429,264.93274,848.6245,0.12937564,2.5082564,40.848106,16.065022,0.6802517,60.101635,15.025409,0.6802517,40.848106,11.480787,22.961575,24.538918,122.69459,34.686386,208.11832,46.651173,326.5582,36.704662,550.5699,0.5460627,0.13651568,0,4,4,1,1
"33",265.4556,837.6045,0.14392814,252.64954,834.8732,0.16477826,267.426,839.42084,0.12157436,264.93274,848.2775,0.13769507,112.69032,56.250145,107.18148,2.8425074,278.96445,69.74111,2.8425074,112.69032,42.38326,84.76652,30.469088,152.34543,32.072617,192.4357,39.694206,277.85944,41.01929,615.28937,0.5679758,0.14199395,0,4,4,1,1
"34",265.4556,837.25226,0.13391042,252.5499,834.8732,0.16647302,267.426,839.42084,0.13714924,264.8497,847.6854,0.13861056,2.8855073,0.8162521,0,4.89798,8.599739,2.1499348,0,4.89798,35.945522,71.891045,26.353949,131.76974,25.749228,154.49538,27.797947,194.58563,38.87761,583.1641,0.57614326,0.14403582,0,4,4,1,1
"35",265.4556,836.3204,0.11177502,250.69061,826.0799,0.13713899,256.01926,824.34106,0.11794149,264.56842,847.5328,0.117541544,7.6340194,73.627846,154.8949,2.6217082,238.77847,59.69462,2.6217082,154.8949,30.922276,61.84455,30.909447,154.54724,31.910727,191.46436,30.59857,214.18999,37.148113,557.2217,0.48439705,0.12109926,0,4,4,1,1
"36",248.88524,836.3204,0.14680715,250.48329,826.0799,0.17325404,255.65027,824.34106,0.14049093,250.48688,847.5328,0.13783093,135.74472,1.6983794,3.0227578,115.35629,255.82214,63.955536,1.6983794,135.74472,61.825077,123.650154,42.113323,210.5666,36.41713,218.50278,36.488556,255.41989,36.785908,551.78864,0.59838307,0.14959577,0,4,4,1,1
"37",248.6744,836.3204,0.14134555,250.15213,826.0799,0.16126642,254.80281,824.34106,0.12310474,250.43387,847.5328,0.12509301,1.7272544,2.712882,6.942393,0.4342511,11.81678,2.954195,0.4342511,6.942393,33.454865,66.90973,39.699078,198.49539,35.5868,213.5208,31.63671,221.45697,36.77525,551.6287,0.55080974,0.13770244,0,4,4,1,1
"38",246.27408,837.41156,0.13418587,249.98317,830.92084,0.15811764,254.80281,837.8464,0.12085454,250.21437,833.4472,0.13586894,21.599916,39.68125,110.63578,115.403305,287.32025,71.83006,21.599916,115.403305,37.392128,74.784256,40.11687,200.58435,45.054245,270.32547,40.76441,285.35086,40.264412,603.9661,0.54902697,0.13725674,0,4,4,1,1
"39",246.27408,837.41156,0.11938461,249.86784,831.0677,0.15000482,254.66145,837.8464,0.10168785,249.54337,833.4472,0.12994102,0,1.5296319,1.158003,5.496889,8.184525,2.0461311,0,5.496889,36.938095,73.87619,40.096107,200.48055,33.771748,202.63048,38.91023,272.37158,40.088665,601.32996,0.5010183,0.12525457,0,4,4,1,1
"40",246.27408,837.41156,0.12331401,248.99612,831.6085,0.13605341,254.66145,837.8464,0.10381218,249.04482,833.4009,0.12472337,0,8.40389,0,4.1017294,12.505619,3.1264048,0,8.40389,2.586268,5.172536,28.782467,143.91232,33.93449,203.60695,29.39384,205.75688,40.13708,602.0562,0.48790297,0.12197574,0,4,4,1,1
"41",247.70038,836.40234,0.10881819,248.99612,831.0677,0.13143475,253.72754,837.7055,0.101164415,249.04482,833.4009,0.1211408,14.31343,4.4305115,7.737189,0,26.48113,6.6202826,0,14.31343,4.8733435,9.746687,17.315414,86.57708,25.088768,150.53261,30.032461,210.22723,32.68244,490.2366,0.46255818,0.115639545,0,4,4,1,1
"42",248.006,821.3643,0.08280538,248.99612,830.92084,0.1156381,252.7771,823.48615,0.07740833,249.04482,832.72424,0.10554942,123.217255,1.203003,116.745224,5.543014,246.7085,61.677124,1.203003,123.217255,34.148705,68.29741,29.060001,145.3,24.709034,148.2542,30.315676,212.20973,31.099333,466.49,0.3814012,0.0953503,2,4,4,1,1
"43",248.13914,820.97766,0.1122854,248.99612,826.71124,0.15731674,250.04097,822.1391,0.09414087,249.04482,832.58685,0.12618877,3.3500524,34.48509,24.983568,1.125503,63.944214,15.986053,1.125503,34.48509,38.83159,77.66318,17.8912,89.45599,26.88101,161.28606,23.462893,164.24025,29.492386,442.38577,0.48993176,0.12248294,1,4,4,1,1
"44",248.56107,820.71375,0.1084903,248.99612,825.3933,0.13687174,250.04097,820.55316,0.08948968,248.8855,832.57776,0.10360203,4.0768685,10.796528,12.992033,1.307253,29.172682,7.2931705,1.307253,12.992033,11.639612,23.279224,18.940607,94.70303,16.12486,96.74917,24.082747,168.57922,28.463554,426.9533,0.43845376,0.10961344,1,4,4,1,1
"45",249.8478,820.6787,0.10896187,234.42975,801.95374,0.12583838,251.01578,808.19006,0.0977517,248.57573,816.4486,0.106855854,10.544808,226.075,101.593094,132.1547,470.36758,117.591896,10.544808,226.075,62.44253,124.88506,41.833706,209.16853,35.38249,212.29494,30.620152,214.34106,33.841873,507.62808,0.43940783,0.10985196,1,4,4,1,1
"46",250.3634,819.88477,0.11648184,234.10739,801.8388,0.15152755,250.04097,807.7362,0.10701918,248.57573,816.36487,0.125804,7.7552204,2.8035734,8.808753,0.6860018,20.053547,5.0133867,0.6860018,8.808753,61.302643,122.605286,41.512325,207.56163,35.696987,214.18192,31.044044,217.30832,33.647022,504.70532,0.50083256,0.12520814,0,4,4,1,1
"47",250.3634,804.8518,0.1102535,233.9301,801.8388,0.16697353,250.04097,807.36273,0.11482996,248.17229,816.2162,0.13130829,123.150314,1.4523787,3.0595078,3.5223022,131.18451,32.796127,1.4523787,123.150314,18.904757,37.809513,35.736126,178.68063,40.059628,240.35776,35.282578,246.97804,34.831738,522.476,0.52336526,0.13084131,0,4,4,1,1
"48",249.8478,804.8518,0.09486168,233.37267,801.8388,0.14678834,250.01178,807.36273,0.086137496,248.17229,815.3189,0.10856556,4.223886,4.5665116,0.23912561,7.3505187,16.380041,4.0950103,0.23912561,7.3505187,18.445568,36.891136,33.357918,166.7896,30.462608,182.77565,34.921825,244.45277,30.455328,456.82993,0.4363531,0.10908827,2,4,4,1,1
"49",232.35791,804.84973,0.108224384,233.37267,801.5622,0.15007976,240.75185,803.57367,0.12672667,235.24728,811.7733,0.14035682,143.2775,2.2660058,81.96254,109.79354,337.2996,84.3249,2.2660058,143.2775,44.209953,88.41991,48.764263,243.82132,41.852413,251.11449,38.15722,267.10056,35.93366,539.0049,0.52538764,0.13134691,0,4,4,1,1
"50",229.15245,804.5611,0.07990438,233.37267,801.002,0.12432134,240.75185,802.63477,0.09422826,234.73047,802.5101,0.09132823,26.365433,4.5890117,7.6915197,76.00271,114.648674,28.662169,4.5890117,76.00271,56.493534,112.98707,30.978317,154.89159,45.413914,272.4835,39.968094,279.77667,33.86483,507.97244,0.38978222,0.097445555,3,4,4,1,1
"51",229.15245,793.85736,0.09276594,234.56015,793.2382,0.1373445,240.75185,791.6483,0.0993074,234.73047,802.5101,0.10808085,87.68523,64.34081,90.00123,0,242.02725,60.506813,0,90.00123,44.58449,89.16898,42.077003,210.38501,35.899734,215.3984,47.57004,332.9903,33.634914,504.5237,0.4374987,0.10937467,2,4,4,1,1
"52",229.30125,789.0492,0.11311537,234.56015,793.0947,0.16678293,240.75185,791.4383,0.115226485,234.9125,802.5101,0.13135377,39.40746,1.175503,1.7205044,1.4912539,43.79472,10.94868,1.175503,39.40746,35.727745,71.45549,37.707516,188.53757,36.88895,221.3337,32.335297,226.34708,34.16788,512.5182,0.5264785,0.13161963,0,4,4,1,1
"53",229.31746,788.6741,0.10247394,234.56015,792.86383,0.13453814,240.75185,791.08685,0.097779825,234.9125,802.5101,0.1099187,3.0758739,1.8915049,2.8790073,0,7.846386,1.9615965,0,3.0758739,6.455138,12.910276,37.28083,186.40416,31.74986,190.49916,31.899328,223.29529,29.509983,442.64975,0.4447106,0.11117765,1,4,4,1,1
"54",229.31746,788.32495,0.09121745,234.38165,792.86383,0.12135555,240.46002,790.00995,0.09236064,234.9125,802.42,0.09129472,2.8600073,1.4622537,9.140196,0.7380019,14.200459,3.5501146,0.7380019,9.140196,2.7558556,5.511711,21.125874,105.62937,31.659044,189.95427,27.721325,194.04929,29.610249,444.15372,0.39622837,0.09905709,3,4,4,1,1
"55",230.19238,787.9068,0.080082126,234.38165,784.11725,0.11181003,239.86665,789.3036,0.076395795,234.9125,801.47894,0.08012557,7.943906,71.65218,7.5572467,7.7090197,94.86236,23.71559,7.5572467,71.65218,13.632853,27.265705,20.136559,100.68279,21.557493,129.34496,30.524265,213.66986,30.98286,464.74292,0.34841353,0.08710338,3,4,4,1,1
"56",230.19238,787.9068,0.084609255,234.38165,783.56836,0.11118356,239.8499,775.8005,0.07764221,234.70018,787.0924,0.085776426,0,4.4965115,110.61787,117.86764,232.98203,58.245506,0,117.86764,40.98055,81.9611,19.684298,98.421486,26.48805,158.9283,26.798637,187.59047,34.42454,516.36816,0.35921144,0.08980286,3,4,4,1,1
"57",230.19238,777.5967,0.0800604,234.45033,778.2112,0.11470533,239.35744,774.7121,0.08869243,234.57407,786.9406,0.09487673,84.46072,43.889717,9.786252,1.6166795,139.75337,34.938343,1.6166795,84.46072,46.591927,93.18385,24.48223,122.41115,22.226639,133.35983,27.695234,193.86664,32.641956,489.62936,0.3783349,0.09458373,3,4,4,1,1
"58",231.5781,777.5967,0.07981161,234.45033,778.2112,0.12611029,239.35744,774.7121,0.074461,234.57407,786.55676,0.1033621,11.351779,0,0,3.1445081,14.496287,3.6240718,0,11.351779,19.281208,38.562416,24.814726,124.07362,21.00587,126.035225,19.569128,136.9839,31.817825,477.26736,0.38374496,0.09593624,2,4,4,1,1
"59",232.26309,772.2405,0.081854686,234.45033,778.2112,0.11055672,239.17949,773.80914,0.07109302,234.30315,786.55676,0.101201035,44.23548,0,7.539293,2.2193806,53.994152,13.498538,0,44.23548,8.561305,17.12261,26.804409,134.02205,22.928694,137.57216,19.933393,139.53375,32.231518,483.47275,0.36470547,0.09117637,2,4,4,1,1
"60",232.26309,759.84753,0.09394209,234.20908,778.2112,0.13347588,238.36696,766.50507,0.08977956,234.20406,786.3123,0.11404962,101.52326,1.9763801,60.204247,2.1607797,165.86467,41.466167,1.9763801,101.52326,27.482353,54.964706,30.354525,151.77263,29.248035,175.48822,25.576904,179.03833,27.156467,407.34702,0.43124714,0.107811786,2,4,4,1,1
"61",232.2642,759.84753,0.085020304,234.17973,778.2112,0.117934726,238.36696,766.50507,0.07701214,234.07973,786.30676,0.09895704,0.009125023,0.24037562,0,1.0195184,1.269019,0.31725475,0,1.0195184,20.89171,41.78342,18.768875,93.844376,25.348314,152.08987,25.115067,175.80547,26.843391,402.65088,0.37892422,0.094731055,3,4,4,1,1
"62",232.2642,772.2405,0.08053535,220.34993,778.2813,0.11717687,238.36696,771.7526,0.06909264,220.73207,786.30676,0.08930939,101.52326,113.295494,42.98811,109.344284,367.15112,91.78778,42.98811,113.295494,46.052517,92.105034,30.138763,150.69382,30.938692,185.63216,34.839664,243.87766,30.776169,461.64252,0.35611424,0.08902856,3,4,4,0.998,1
"63",232.2642,772.2405,0.080208994,220.34375,778.2813,0.11731752,238.36205,770.4632,0.068851486,220.68834,786.30676,0.08937916,0,0.05062513,10.563105,0.35825092,10.97198,2.742995,0,10.563105,47.26539,94.53078,29.962547,149.81273,25.572802,153.43681,26.910736,188.37515,30.686035,460.29053,0.35575715,0.08893929,3,4,4,1,1
"64",217.75537,777.0011,0.12313907,220.34375,778.2813,0.121484086,228.37381,769.12317,0.08564878,220.68834,784.0647,0.09706505,125.09133,0,82.55692,18.367046,226.0153,56.503826,0,125.09133,29.623411,59.246822,38.563606,192.81802,34.386093,206.31656,29.99152,209.94063,28.831297,432.46945,0.427337,0.10683425,2,4,4,1,1
"65",217.75537,777.44867,0.11188502,220.33508,778.2813,0.12518415,227.8957,769.1359,0.09135534,220.73207,783.37756,0.10387557,3.6665094,0.07100018,3.9180288,5.6404033,13.295942,3.3239856,0.07100018,5.6404033,29.913906,59.827812,30.93517,154.67584,32.690334,196.14201,29.94865,209.64055,27.142084,407.13126,0.4323001,0.10807502,1,4,4,1,1
"66",217.19124,777.44867,0.09498934,220.33508,778.2813,0.12707575,227.8957,769.1359,0.093601026,221.12651,782.5642,0.09715642,4.621387,0,0,7.405189,12.026576,3.006644,0,7.405189,3.1653147,6.3306293,31.473045,157.36523,26.280415,157.68248,28.449808,199.14865,23.308739,349.6311,0.41282254,0.103205636,3,4,4,1,1
"67",217.19124,777.44867,0.08184738,220.70747,769.9428,0.10795242,228.37381,769.1359,0.08492376,221.25237,780.5565,0.09222582,0,68.37726,3.916635,16.479326,88.77322,22.193304,0,68.37726,12.599974,25.199947,17.554152,87.77075,29.926422,179.55853,25.69654,179.8758,24.058382,360.87573,0.36694938,0.091737345,3,4,4,1,1
"68",217.10854,760.8895,0.08194118,221.90727,769.26215,0.11695773,229.14647,769.12317,0.07746519,225.2119,763.93774,0.11274467,135.65454,11.3003,6.3305035,139.95212,293.23746,73.309364,6.3305035,139.95212,47.751335,95.50267,31.667425,158.33713,26.846687,161.08012,36.123985,252.8679,28.8149,432.22348,0.38910875,0.09727719,2,4,4,1,1
"69",217.10854,759.8556,0.0826759,222.45006,759.8879,0.12531891,229.14647,755.09344,0.09573279,225.2119,763.66943,0.11443459,8.470021,76.92282,114.93179,2.1980057,202.52264,50.63066,2.1980057,114.93179,61.970013,123.940025,30.492792,152.46396,34.827965,208.96779,30.244396,211.71078,31.953602,479.30405,0.41816223,0.10454056,2,4,4,1,1
