scorer,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400
bodyparts,Head,Head,Head,Centre,Centre,Centre,rightLeg,rightLeg,rightLeg,leftLeg,leftLeg,leftLeg
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1432.994140625,1067.4677734375,0.033464215695858,1435.077880859375,1084.114990234375,0.02527945302426815,1437.8699951171875,1060.520263671875,0.023206522688269615,1435.0472412109375,1055.5009765625,0.024450793862342834
1,1432.8614501953125,1079.0911865234375,0.020240753889083862,1435.010498046875,1084.824951171875,0.025556692853569984,1439.643310546875,1076.164794921875,0.01957051083445549,1429.1094970703125,1086.064208984375,0.025602048262953758
2,1453.817138671875,1081.2093505859375,0.026034602895379066,1419.9515380859375,1069.037353515625,0.021692689508199692,1421.7469482421875,1070.3359375,0.01675931178033352,1431.0452880859375,1068.0772705078125,0.0228959359228611
3,1452.8399658203125,1078.588623046875,0.04214341565966606,1448.5653076171875,1070.5792236328125,0.041047822684049606,1453.610595703125,1075.0552978515625,0.031078172847628593,1449.99365234375,1071.109619140625,0.03664184361696243
4,1449.8109130859375,1063.1456298828125,0.06426773220300674,1448.9974365234375,1069.740966796875,0.05525476858019829,1453.3936767578125,1060.8980712890625,0.045851148664951324,1450.5787353515625,1071.9415283203125,0.05162913352251053
5,1449.796875,1065.4737548828125,0.03125322237610817,1450.2894287109375,1052.1844482421875,0.031128747388720512,1454.65283203125,1059.508544921875,0.02826027013361454,1449.5985107421875,1055.04296875,0.030751658603549004
6,1435.448486328125,1068.2005615234375,0.034539349377155304,1435.5770263671875,1067.4481201171875,0.04532114416360855,1438.2576904296875,1069.9642333984375,0.03057204931974411,1435.7626953125,1071.9591064453125,0.044099316000938416
7,-4.536067008972168,1304.420166015625,0.01658351719379425,1434.49560546875,1069.927490234375,0.014942354522645473,1436.53857421875,1069.134521484375,0.010740157216787338,5.257637977600098,907.4890747070312,0.015098807401955128
8,-4.519813537597656,1304.416015625,0.01661679521203041,1465.942138671875,1055.491943359375,0.01682850532233715,1464.9482421875,1050.583984375,0.011395642533898354,5.257829666137695,907.4894409179688,0.015097430907189846
9,1452.752197265625,1085.343505859375,0.016921082511544228,1451.4559326171875,1088.0159912109375,0.021759383380413055,1449.392578125,1080.4652099609375,0.013866242952644825,1449.4461669921875,1083.1505126953125,0.020771589130163193
10,-4.503301620483398,1304.4176025390625,0.01670013926923275,1450.6954345703125,1088.3314208984375,0.01753811724483967,1450.0445556640625,1081.1092529296875,0.012345649302005768,1449.463134765625,1083.0439453125,0.018053654581308365
11,-4.503301620483398,1304.4176025390625,0.01670013926923275,1450.0904541015625,1087.833251953125,0.016776159405708313,1451.6409912109375,1081.061767578125,0.010507541708648205,1448.9169921875,1082.4471435546875,0.0169261135160923
12,-4.493274688720703,1304.4144287109375,0.016725534573197365,1450.283203125,1086.5986328125,0.016297241672873497,1450.1962890625,1081.3365478515625,0.010916431434452534,1450.091796875,1081.9481201171875,0.016715703532099724
13,-4.508037567138672,1304.42919921875,0.016675762832164764,1449.470947265625,1087.438232421875,0.015022211708128452,1450.0728759765625,1081.607177734375,0.011014983057975769,1449.5340576171875,1082.1776123046875,0.015306305140256882
14,-4.545312881469727,1304.44384765625,0.01657126657664776,1449.3848876953125,1087.5185546875,0.015395453199744225,1450.5782470703125,1081.3604736328125,0.011075607500970364,1449.3759765625,1082.544677734375,0.015619151294231415
15,-4.545312881469727,1304.44384765625,0.01657126657664776,5.950689315795898,1295.0418701171875,0.011854516342282295,-4.365640640258789,1297.6531982421875,0.008480217307806015,5.271597385406494,907.4935913085938,0.015153376385569572
16,-4.508811950683594,1304.4373779296875,0.016772981733083725,5.938473224639893,1295.0054931640625,0.01187894493341446,1449.7615966796875,1081.1793212890625,0.008771784603595734,5.303283214569092,907.5343017578125,0.015010179951786995
17,-4.528102874755859,1304.44873046875,0.016715964302420616,5.948820114135742,1295.0150146484375,0.011879991739988327,-4.336307525634766,1297.6693115234375,0.008520720526576042,5.302233695983887,907.5313720703125,0.015027093701064587
18,-4.527027130126953,1304.4510498046875,0.016735270619392395,5.94920539855957,1295.01611328125,0.011895165778696537,1453.7249755859375,1073.9019775390625,0.009233178570866585,5.301709175109863,907.530029296875,0.015019592829048634
